Despesas por função - educação e cultura - municipal
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;
MT;5108956;Nova Monte verde;3797130,48;4682742,11;6182737,62;4788443,52;5222308,97;5030177,29;5859210,18;5453999,4;
MT;5199919;São Gonçalo;;;;;;;;;
PA;1500107;Abaetetuba;52208439,93;60782315,44;68713565,18;79046465,58;89080552,32;100621329,25;100010703,86;98518730,26;
PA;1500131;Abel Figueiredo;3419657,85;4186506,76;5078892,83;6041195,43;6784194,48;8026744,21;30653432,8;7806408,12;
PA;1500206;Acará;33640743,36;47860789,51;55302297,08;58332275,54;66036068,38;71054275,94;77739600,28;81017043,98;
PA;1500305;Afuá;30326198,97;40841158,94;48901604,31;47896398,96;;53744118,94;50823627,44;56320972,16;
PA;1500347;Água Azul do Norte;8094864,29;10716262,94;13485840,63;;15059979,48;15502980,13;23839802,1;16888855,33;
PA;1500404;Alenquer;26866833,99;36758428,53;39632978,39;40109712,08;46886195,67;53902507;66273950,95;62076696,14;
PA;1500503;Almeirim;19391438,32;24930973,41;29265325,99;29315177,66;38372946,99;40388168,15;40263978,45;38271253,93;
PA;1500602;Altamira;43984440,54;53572392,65;;78515811,68;102538581,01;;;;
PA;1500701;Anajás;18006196,92;;;28297679,33;32551136,63;;;38885436,22;
PA;1500800;Ananindeua;77540548,95;96406176,84;121823251,06;127758448,15;152674881;149392619,96;161629146,85;150583168,7;
PA;1500859;Anapu;10887371,41;14361933,66;17498050,96;19117631,15;25077132,56;29234378,37;29824435,74;32962379,87;
PA;1500909;Augusto Corrêa;21142862,6;25285114,41;28459558,08;36410545,77;43603905,09;48980494,14;52843648,51;60742605,81;
PA;1500958;Aurora do Pará;15767838,8;;;22577637,58;22792584,4;27974690,54;37368387,29;34586150,51;
PA;1501006;Aveiro;10764475,9;;;15800883,93;;;;15311290,65;
PA;1501105;Bagre;;;;;;;;;
PA;1501204;Baião;17996167,6;20631112,64;29695589,1;;35331929,96;39048429,01;38575489,1;35486450,53;
PA;1501253;Bannach;2758292,64;3544850,4;3850280,6;3986481,43;4695162,38;6834688,11;6033356,2;5028667,4;
PA;1501303;Barcarena;57192624,35;56255461,89;85164692,04;89664722,11;80614424,98;106138702,2;122249397,99;128377394,22;
PA;1501402;Belém;233684142;282249579;371808204;406889115,93;407727684;481598723,63;457969145,42;490781620,14;
PA;1501451;Belterra;10346419,71;12511156,83;;;18379705,91;20457911,8;22180421,1;18819788,44;
PA;1501501;Benevides;14682315,81;19200921,62;44650708,19;27971643,74;33164447,72;35028327,08;35668607,79;38241128,77;
PA;1501576;Bom Jesus do Tocantins;4344139,29;10440432,17;9883096,77;10096740,67;11928528,98;12445503,54;12704282,87;13479781,82;
PA;1501600;Bonito;3420703,87;4655943,34;;;;;;9256348,31;
PA;1501709;Bragança;37101654,18;47707017,72;52607847,92;58098845,46;64203350,18;70514559,52;81207034,47;76794287,78;
PA;1501725;Brasil Novo;8540714,16;11336632,51;17498050,96;14459294,81;15856073,69;18297071,95;19164463,46;17221000,79;
PA;1501758;Brejo Grande do Araguaia;3729751,54;;;5904468,63;7030469,16;8069401,39;9437180;9588552,44;
PA;1501782;Breu Branco;26963695,22;35660293,14;41414236;38611010,79;47823898,43;52856856,97;46491253,44;52821017,94;
PA;1501808;Breves;63893922,83;87339162,78;95917846,32;117994278,68;;;;;
PA;1501907;Bujaru;15895157,67;17431067,33;187459,59;19975527,49;24413619,13;16086928,06;;25259598,08;
PA;1501956;Cachoeira do Piriá;10831307,66;;16903442,18;17658766,37;20773663;;23285714,04;25357777,44;
PA;1502004;Cachoeira do Arari;7793243,27;8573205,24;13079069,3;14444562,7;19202588,92;;;;
PA;1502103;Cametá;;;;107364098,08;;132304048,48;139530783,42;135478282,07;
PA;1502152;Canaã dos Carajás;24024813,04;26520650,08;35294367,47;46399886,46;77414348,71;91030603,95;96279206,64;81976721,55;
PA;1502202;Capanema;16053291,47;21247389,29;;24185277,77;30106078,92;30337711,75;34758189,78;32231027,76;
PA;1502301;Capitão Poço;17640750,09;23480850,66;28591238,76;29890102,1;32865496,95;;35643710,46;38361792,67;
PA;1502400;Castanhal;54791498,61;;;96642288,44;99609691,63;110447179,71;13224697,06;130880398,37;
PA;1502509;Chaves;;;;17346944,3;22321776,76;28270843,9;27777302,84;28370346,18;
PA;1502608;Colares;5828200;;;;10043353,32;8992476,8;9603056,81;9950242,34;
PA;1502707;Conceição do Araguaia;18984870,73;7856321,43;18936728,84;23053275,66;24194735,66;30464887,32;28074700,82;37196854,67;
PA;1502756;Concórdia do Pará;22471453,13;29148807,47;36137757,52;39081425,71;40479632,65;;;46665298,8;
PA;1502764;Cumaru do Norte;5624835,14;6824226,53;8684739,65;9718246,44;;13711597,23;15255998,34;15002989,55;
PA;1502772;Curionópolis;8271445,82;14686730,27;17712191,55;17659345,64;19756830,28;20774243,83;21180799,73;25213625,11;
PA;1502806;Curralinho;;;;;;;;;
PA;1502855;Curuá;9211392,46;11166449,42;12472790,72;12738621,29;14979718,22;15800140,72;17629391,17;19827175,51;
PA;1502905;Curuçá;14281853,95;14107560,8;;;22597398,99;25393196,92;25022253,03;25430129,1;
PA;1502939;Dom Eliseu;23965089,56;32581600,74;39223490,16;37877737,11;46347146,54;44982317,76;41644063,42;47372531,55;
PA;1502954;Eldorado dos Carajás;18337862,06;24655201,04;25169234,49;23253057,07;;;;34972316,06;
PA;1503002;Faro;;;;6216960,39;6140137,98;7362196,87;;;
PA;1503044;Floresta do Araguaia;7734231,94;10449491,83;13252490,32;13655872,2;15213021,01;19026922,64;17009813,04;23441827,32;
PA;1503077;Garrafão do Norte;19099342,63;;;31343335,45;35074485,7;;;32804870,51;
PA;1503093;Goianésia do Pará;18929119,71;;;29774360;41720717,21;33029135,22;37109498,55;39867677,42;
PA;1503101;Gurupá;;;;;;;;52390610,06;
PA;1503200;Igarapé-Açu;10823258,32;12805650,91;15937200,46;15010116,9;17159465,79;19445069,26;20568639,02;21771781,85;
PA;1503309;Igarapé-Miri;33561679,57;40716374,75;45002463,58;50125404,83;14962391,07;14962391,07;14962391,07;12686500,98;
PA;1503408;Inhangapi;3511824,06;;;;8062747,73;7338440,18;9247171,88;8532073,09;
PA;1503457;Ipixuna do Pará;17351011,77;;;26434128,36;35718398,02;37227501,87;;;
PA;1503507;Irituia;;;;18955643,44;23362575,46;23974274,57;26632778,24;26490196,18;
PA;1503606;Itaituba;42449085,87;70414677,94;90336565,57;87965776,76;91590871,57;101153978,64;94851670,05;103909019,33;
PA;1503705;Itupiranga;23354411,19;27981275,12;33560441,32;37412869,66;42156494,02;48926322,85;48530108,23;50251134,1;
PA;1503754;Jacareacanga;11165428,65;17700125,55;22407442,48;22011466,07;25595538,01;31253628,56;32278331,24;35609552,26;
PA;1503804;Jacundá;5855706,53;;23938018,58;34243303;31471883,89;32858823,04;37735866,2;;
PA;1503903;Juruti;35905297,59;36290101,8;45171917,82;51962103,12;57010062,78;60595275,13;68352458,18;74707393,94;
PA;1504000;Limoeiro do Ajuru;17118783,12;21719009,4;25654616,7;24238504,75;24443494,18;28705849,35;27268061,62;28361383,52;
PA;1504059;Mãe do Rio;15085304,71;20348456,81;24107016,76;22161983,24;27657724,54;30653432,8;30653432,8;33750755,47;
PA;1504109;Magalhães Barata;;;;;;;;7576699,78;
PA;1504208;Marabá;123161817,7;154918382,68;185932789,75;194408541,23;243318216,25;254678866,28;244497277,47;244134567,26;
PA;1504307;Maracanã;18478324,78;27212821,2;;27377962,27;34140917,02;35137655,01;;35168333,45;
PA;1504406;Marapanim;;;;10250387,87;31953029,17;;;;
PA;1504422;Marituba;43530572,43;60236302,31;;72160807,53;64600677,38;94351747,41;97151814,48;113727061,86;
PA;1504455;Medicilândia;11160326,42;15833704,76;19360052,02;19528621,78;22403732,21;22004892,73;26661171,14;24225465,25;
PA;1504505;Melgaço;12646523,09;20257456,46;22203204,4;;;;;41973526,78;
PA;1504604;Mocajuba;16131258,24;12594019,15;22882416,22;24619408,52;;;;34805407,08;
PA;1504703;Moju;48354059,24;57109683,56;65625296,6;85723581,13;87145781,56;85261621,83;90384071,51;104910263,01;
PA;1504752;Mojuí dos Campos;;;;;;;;;
PA;1504802;Monte Alegre;38451549,93;46392074,88;;58030487,22;58818335,32;58760142,34;;60028098,44;
PA;1504901;Muaná;;;;;;;;;
PA;1504950;Nova Esperança do Piriá;12870767,53;15221967,61;;18166875,24;20665088,52;21174218,96;22390026,35;25552023,09;
PA;1504976;Nova Ipixuna;6366508,69;10016496,96;12414470,59;11322315,42;13177627,42;14507592,9;13479294,92;15552238;
PA;1505007;Nova Timboteua;5878579,31;7617308,84;8599634,71;9983298,04;11378455,35;;;10765083,77;
PA;1505031;Novo Progresso;11934999,31;14967152,81;16975194,01;21313663,58;23707291,89;27036590,65;25329585,23;27554612,4;
PA;1505064;Novo Repartimento;29928116,13;38891743,53;55618508,93;55558677,57;51300948,53;58498697,56;65297122,91;71431797,23;
PA;1505106;Óbidos;26656238,3;;;37176928,02;45187037,33;49136672,48;52872309,79;53411591,02;
PA;1505205;Oeiras do Pará;20632556,15;28128926,37;;35773690,38;39096494,62;40074003,2;;39071558,39;
PA;1505304;Oriximiná;40151121,18;54548857,63;62751682,55;63202194,09;63676053,48;71091657,7;79884964,57;78502712,48;
PA;1505403;Ourém;5160352,9;6880179,67;10667414,23;9457177,43;13511944,41;16276533,6;15661658,5;14756415,51;
PA;1505437;Ourilândia do Norte;20708596,33;23862590,77;27850334,95;28172970,27;28399999,04;30041403,15;31828394,28;31123255,82;
PA;1505486;Pacajá;14011147,29;8749718,32;28493445,02;34496520,54;36244940,71;43973900,4;11939718,09;42968448,17;
PA;1505494;Palestina do Pará;3533282,66;;;;6814147,62;7741636,21;;7660754,2;
PA;1505502;Paragominas;57797099,7;77291282,01;82000214,67;98157654,9;87579148,5;107788422,39;104064735,51;131828981,49;
PA;1505536;Parauapebas;107398890,16;155112273,09;220510020,23;274471181,64;292340637,1;277699760,54;249378265,24;296920476,36;
PA;1505551;Pau D'Arco;4674910,4;5955384,67;5586989,95;6188119,11;6779192,4;10543556,73;11275090,13;9026346,07;
PA;1505601;Peixe-Boi;3385043,85;4399402,57;5414974,48;6058309,48;7252141,19;7247628,7;7330148,81;7767007,42;
PA;1505635;Piçarra;6428764,61;8566993,61;11299028,63;9804205,72;14995655,26;15504080,21;16107271,11;16778679,44;
PA;1505650;Placas;9029561,03;;;15424676,78;17796914,47;20830400,12;22019108,37;21721158,1;
PA;1505700;Ponta de Pedras;10261092,27;14599424,9;;17481669,78;22250094,9;24574843,86;28225808,97;22640129,97;
PA;1505809;Portel;37825672,88;50551794,69;64518059,03;59803155,45;81067845,24;70228885,14;;79847299,04;
PA;1505908;Porto de Moz;30830738,25;34867551;;53446862,47;26125514,09;;;;
PA;1506005;Prainha;20716745,38;26445390,36;30877661,51;32899380,57;42087411,24;;;39457469,31;
PA;1506104;Primavera;4201138,95;5058757,81;5941307,53;6872843,65;9913318,69;10431361,28;11144383,87;10253854,18;
PA;1506112;Quatipuru;;;;;6908949,93;;;8390727,06;
PA;1506138;Redenção;28794376,9;40062694,8;44961178,39;50699190,11;58646305,25;;65675922,29;59698259,5;
PA;1506161;Rio Maria;6278613,46;7892944,2;9683988,67;11422092,04;12008371,9;13086717,74;14931453,39;14628566,56;
PA;1506187;Rondon do Pará;18213746,53;23426517,36;29641733,5;33926722,46;38197238,21;34471232,9;40618787,6;39506216,53;
PA;1506195;Rurópolis;15497932,82;18130548,49;;21169151,09;25001033,61;25336385,03;28584246,37;25300841,93;
PA;1506203;Salinópolis;12509818,84;15120744,33;;17387019,32;21228364,94;21553684,9;27866965,13;25353516,48;
PA;1506302;Salvaterra;11088438,19;14085587,51;;17174224,89;17963966,92;23695133,93;;;
PA;1506351;Santa Bárbara do Pará;6109052,37;7917558,22;9231460,42;10286902,43;;;13487948,53;14011314,83;
PA;1506401;Santa Cruz do Arari;1875450,5;2487416,8;3258571,38;3834216,43;4574470,53;5144206,85;6174653,07;6431788,93;
PA;1506500;Santa Isabel do Pará;21135691,75;27668593,72;33223830,9;37765467,14;41866440,64;49054012,09;51184349,66;53296590,42;
PA;1506559;Santa Luzia do Pará;;;;17375292,17;19727853,85;21029768,9;;20773957,01;
PA;1506583;Santa Maria das Barreiras;8815066,35;9275166,2;13351897,32;11068829,12;14037749,09;23207684,64;17523586,21;17738462,52;
PA;1506609;Santa Maria do Pará;6391016,82;9372155,14;10462546,63;9404141,23;12080593,13;13404063,14;13797735,48;14230028,48;
PA;1506708;Santana do Araguaia;15822033,16;23347358,09;27349229,62;24186417,26;34667086,45;29981149,84;39310999,37;43897269,53;
PA;1506807;Santarém;116926520,49;152643429,59;188678278,45;194725156,36;206954753,05;234558333,72;258407928,87;272858953,26;
PA;1506906;Santarém Novo;5344514,95;6219360,87;6219360,87;;;;;;
PA;1507003;Santo Antônio do Tauá;2198868,74;2838054,83;;20456246;;;;;
PA;1507102;São Caetano de Odivelas;6602875,41;10778293,9;9428946,01;;;;;;
PA;1507151;São Domingos do Araguaia;11136774,02;;;19112958,19;20403774,87;24023116,7;23592095,15;24855278,07;
PA;1507201;São Domingos do Capim;0;28099;;;;;;34652880,27;
PA;1507300;São Félix do Xingu;28103988,44;34658490,08;47749734,09;45283561,5;52302645,28;62627764,2;62939822,46;67590694,69;
PA;1507409;São Francisco do Pará;6728764,22;9084250,93;9084250,93;9084250,93;;;;15403578,13;
PA;1507458;São Geraldo do Araguaia;13447327,9;18516880,82;;18764776,89;19509036,34;;;;
PA;1507466;São João da Ponta;2623366,86;2790295,74;3234257,14;;4525953,95;4671406,41;;5992512,26;
PA;1507474;São João de Pirabas;11741811,96;16298422,41;17107236,43;;;;;22156652,25;
PA;1507508;São João do Araguaia;7729145,59;9519139,46;7500000;;;;;;
PA;1507607;São Miguel do Guamá;;;;38193959,5;;53057159,72;49831023,54;54189456,34;
PA;1507706;São Sebastião da Boa Vista;10091018,38;;;23768789,57;25029119,11;27364263,9;;32864396,34;
PA;1507755;Sapucaia;3614802,61;685963,32;3355888,31;6627195,31;6594191,64;7320996,8;8290916,37;9850809,63;
PA;1507805;Senador José Porfírio;8826018,31;9466827,9;;11647514,08;15463199,08;18297071,95;19164463,46;20208586,83;
PA;1507904;Soure;9034257,93;11415659,64;12623237,54;12221559,08;14243425,09;15174325,02;17210226,57;15905348,52;
PA;1507953;Tailândia;34699614,92;41921507,71;32220066,01;55083155,59;62657000,78;71219961,42;77517313,43;78079489,53;
PA;1507961;Terra Alta;;;;;;;;;
PA;1507979;Terra Santa;8490737,02;10924021,05;12018625,5;12842258,14;14883710,23;16163807,45;18797159,48;18292279,8;
PA;1508001;Tomé-Açu;35341279,64;47554592,63;52202643,83;55342631,51;69564657,74;79740299,2;77951182,31;79267076,68;
PA;1508035;Tracuateua;13651858,78;19161279,4;22391784,72;23563107,29;28016812,95;;31678549,34;34162316,07;
PA;1508050;Trairão;7948225,58;9004000,6;13163823,23;11218197,54;12679973,63;14507438,09;14242037,42;16155901,72;
PA;1508084;Tucumã;17369954,66;24910821,04;27134512,22;28746903,33;32872887,33;33856781,42;33642629,32;32288893,65;
PA;1508100;Tucuruí;61230726,36;76822463,71;96082459,42;86335086,2;97217308,5;85837979,99;75534158,95;113449964,44;
PA;1508126;Ulianópolis;12348656,09;17929991;22473593,19;23494998,57;31612347,19;34984761,45;33974298,22;32710494,33;
PA;1508159;Uruará;19101949,53;27538346,33;43650708,19;28532762,82;36440008,72;36780492,44;29336479,08;36104231,52;
PA;1508209;Vigia;15189896,47;19263100,92;20631637,29;21260022,22;25289115,66;;0;32841454,06;
PA;1508308;Viseu;38197698,1;48271650,81;58151737,67;58136236,57;72930557,06;72303446,68;77290590,72;78030300,47;
PA;1508357;Vitória do Xingu;7050107,97;;;41003366,27;;;;;
PA;1508407;Xinguara;16704604,67;23835901;26426557,99;29212014,02;;35477912,28;37002299,2;37111277,15;
PA;1599919;Monsarás;;;;;;;;;
PA;1599939;Vila Franca;;;;;;;;;
PB;2500106;Água Branca;4333748,35;5614125,7;5099610,42;6914244,05;7787318,14;8197856,92;9878306,68;8673408,72;
PB;2500205;Aguiar;2615113,24;3280965,02;4413771,35;4812437,98;5169752,71;5333474,62;5561420,72;4705795,31;
PB;2500304;Alagoa Grande;11228471,55;14522412,36;15966666,79;17722057,53;18122452,32;18804808,46;20594851,84;20385424,1;
PB;2500403;Alagoa Nova;7821077,87;9592498,41;11430793,58;11327963,99;11473222,15;12001209,78;12369374,37;9924983,79;
PB;2500502;Alagoinha;5057698,73;6179635,9;7400442,63;8241799,83;7679707,81;8773287,38;11539720,2;9991368,29;
PB;2500536;Alcantil;3176848,16;3778960,34;5788886,88;4055122,74;4529646,43;4599932,58;5223070,03;5921309,48;
PB;2500577;Algodão de Jandaíra;2802670,03;3013838,06;3699081,93;3738829,92;4175396,84;4538791,72;4624135,47;3997136,93;
PB;2500601;Alhandra;10039881,61;13357549,62;16015607,48;17927559,42;18513429,39;;;;
PB;2500700;São João do Rio do Peixe;6721226,89;7602368,12;8887449,86;8998323,05;11500310,98;11582714,4;12856361,21;12817762,13;
PB;2500734;Amparo;1683935,82;2154939,02;2701264,34;2663738,35;2604334,92;2879726,22;;3095716,64;
PB;2500775;Aparecida;3670894;3476006;5180350,48;4869543,62;5376441,35;6208731,38;6169948,73;6255346,62;
PB;2500809;Araçagi;7871426,38;9285082,56;10926602,56;10995989,08;12315723,86;12389997,94;12737828,72;13706835,01;
PB;2500908;Arara;5189456,46;5379762,82;6577508,78;5841025,73;7196995,78;7841178,11;8604351,5;7807855,31;
PB;2501005;Araruna;7048887,2;9163627,87;10494952,24;11281267,87;11835057,57;12510646,8;14231524,7;13708933,37;
PB;2501104;Areia;8052525;10311010;12220602,97;11986564,41;15096866,91;14177378,83;14993678,5;13467465,25;
PB;2501153;Areia de Baraúnas;1763976,38;2119285,87;2553198,72;2435451,62;3162191,17;2944586,65;3586190,2;3263849,92;
PB;2501203;Areial;3241577,86;3939069,39;4849925,58;6018825,09;6228333,14;6163804,33;6774250,4;6186835,52;
PB;2501302;Aroeiras;10262390,6;12348157,06;13778629,61;15259416,73;16595455,95;18237379,9;17124296,06;16490935,48;
PB;2501351;Assunção;2524322,85;2900533,82;3112656,78;3639323,36;3659616,49;4533113,06;5271191,12;5408812,13;
PB;2501401;Baía da Traição;5225115,02;5472755,35;7347813,11;7975933,29;8893135,96;8983578,46;8363506,13;8457745,49;
PB;2501500;Bananeiras;9141571,16;11286425,84;13863828,18;14112007,1;14412498,52;15842030,91;17891087,62;18386159,81;
PB;2501534;Baraúna;2718913,61;3460291,65;3986805,47;3685945,19;4320152,07;4196010,37;4669125,08;4730304,81;
PB;2501575;Barra de Santana;4817747,65;5777857,67;6782144,49;6677696,82;7071465,86;7752450;8212763,19;8861646,66;
PB;2501609;Barra de Santa Rosa;6475175,94;;10618145,52;10398525,17;10928558,4;10277684,57;10684490,15;10511711,44;
PB;2501708;Barra de São Miguel;3134139,94;4262066,18;5455870,85;5605378,15;5573119,92;6723431,27;7081736,46;6650396,99;
PB;2501807;Bayeux;23128894,66;24105976,39;31878483,39;36051116,82;43331147,92;40998987,31;46583442,6;42197262,35;
PB;2501906;Belém;6352933,46;7741002,79;9743437,66;9680257,81;9983448,57;10429301,76;10525837,1;10168106,41;
PB;2502003;Belém do Brejo do Cruz;3011914,58;3773643,35;3824311,31;5676137,41;7302694,86;7188797,51;8088473,97;7271917,61;
PB;2502052;Bernardino Batista;3206314,48;3866595,26;4393558,11;4334672,88;6237908,45;6027315,14;7462417,42;7177100,9;
PB;2502102;Boa Ventura;2591001,42;2888280,03;3188305,37;3375677,08;;5152865,56;4719886,62;4409355,1;
PB;2502151;Boa Vista;4373239,31;4747696,03;5027484,88;6885644,57;;6411934,37;7256671,62;8496632,51;
PB;2502201;Bom Jesus;2347005,6;2588768,29;2916625,08;3038223,42;3880331,3;3686944,86;4102835,59;3693016,87;
PB;2502300;Bom Sucesso;2070115,18;2745297,58;3126390,76;3403493,31;2826107,24;2945179,33;3299220,9;3353604,67;
PB;2502409;Bonito de Santa Fé;3945303,56;4891656,19;5621275,06;6001420,44;6724048,89;7506792,32;6530273,22;6876944,07;
PB;2502508;Boqueirão;6212334,76;8145373,54;8772129,88;9326511,13;12052839,39;12819505,51;12707001,05;13538794,7;
PB;2502607;Igaracy;2990743,62;3815258,03;4750622,81;4586935,4;4611626,21;4869710,51;5598529,82;5155149,96;
PB;2502706;Borborema;2707590,22;3145070,54;3657383,14;4030207,43;4949715,71;5306206,87;5433835,82;4986887,34;
PB;2502805;Brejo do Cruz;4488775,75;6016392,77;6462879,81;7684039,55;;7802893,26;8787013,66;9428547,12;
PB;2502904;Brejo dos Santos;2345273,97;2717741,84;3679853,87;3770645,8;4260630,95;4804786,54;5024448,53;4371118,44;
PB;2503001;Caaporã;11286245,74;13797600,15;16814512,4;19764177,75;19661768,89;20474624,68;20573923,78;22260933,46;
PB;2503100;Cabaceiras;2484712,68;3148372,38;3444335,53;4567694,33;4591280,93;4561087,79;4490504,57;4725198,06;
PB;2503209;Cabedelo;21540138,26;25762266,14;29431287;34192321,21;43135462,63;47602429,55;47195124,57;51401738,27;
PB;2503308;Cachoeira dos Índios;3975201,54;5234599,72;6755551,05;5851347,46;6672186,69;;6022854,72;7466817,64;
PB;2503407;Cacimba de Areia;2303006,27;1869177,63;2174179,02;2656761,52;3238120,6;3445830,51;3710085,09;4345577,95;
PB;2503506;Cacimba de Dentro;7644631,72;8811604,72;10922756,43;11004264,29;11207344,05;;;12479880,78;
PB;2503555;Cacimbas;4670025,92;6032559,65;6631039,39;6744417,29;7942010,19;6831682,75;7555834,87;8204183,23;
PB;2503605;Caiçara;3583555,52;4585566,7;5778911,16;5912425,74;6220926,39;6489373,21;6445658,38;6397968,96;
PB;2503704;Cajazeiras;15884209,04;20347192,44;26776488,64;29073805,27;32503849,5;34407881,61;30911811,78;34086413,29;
PB;2503753;Cajazeirinhas;2601849,06;3557516,68;4051193,05;4139129,27;4645267,15;4329679,77;4854241,5;5095723,22;
PB;2503803;Caldas Brandão;2843810,88;3072365,23;3814891,62;4691301,33;4558275,21;5302989,93;5888507,03;5388240,43;
PB;2503902;Camalaú;3318711,17;3094332,66;3890894,32;3828034,66;4755237,45;5585283,58;7768518,4;5737794,69;
PB;2504009;Campina Grande;81127503,01;96996429,27;108514496,45;111894007,8;123028343,18;145467441,11;171307306,92;162535474,28;
PB;2504033;Capim;3292189,55;4255650,46;4567467,58;4553920,89;5748776,17;5598330,38;7787796,38;6714156,46;
PB;2504074;Caraúbas;2091944,02;2906554,68;3408637,91;3251126,47;3341780,89;3713952,63;3174521,2;3784708,97;
PB;2504108;Carrapateira;1879903,84;1963566,64;2235711,92;2740816,47;3429138,81;3617177,21;3728646,5;3620471,75;
PB;2504157;Casserengue;4548359,73;5220793,46;6114985,73;5848040,7;6602587,84;6567138,98;7808705,87;7882524,89;
PB;2504207;Catingueira;1923653,75;;;;3557476,53;3928616,68;4419754,21;4491265,82;
PB;2504306;Catolé do Rocha;8864366,71;10704597,33;12111229,74;12758144,98;14629042;15888857,79;16456693,61;16711018,63;
PB;2504355;Caturité;2725511,97;3499111,58;5062233,65;3958600,56;4857596,75;4581849,9;5660903,21;5880639,85;
PB;2504405;Conceição;6523897,1;6643441,12;9214775,8;7453248,72;10302591;11599223,09;12364942,41;13517966,45;
PB;2504504;Condado;3578424,83;4155862,12;4233765,37;4254737,78;4665214,25;4894980,49;5582636,54;6434656,95;
PB;2504603;Conde;9946123,56;12956755,49;14434353,29;18208491,53;21813319,24;23819515,09;26975270,71;23547129,05;
PB;2504702;Congo;2363811;2968177,36;3805703,85;3464525,3;4445062,64;5007841,21;4952497,12;4973938,95;
PB;2504801;Coremas;5247391,11;5598179,71;6100119,32;6357060,75;7359212,86;8172985,63;8752726,16;8903271,81;
PB;2504850;Coxixola;1195934,77;1213128,81;1382277,14;1185173,86;2269622,95;1656924,61;2006383,53;1894590;
PB;2504900;Cruz do Espírito Santo;6390556,76;7368054,91;10208488,21;10426480,37;9954030,07;;;12971275,9;
PB;2505006;Cubati;3501929,68;4011099,8;5096242,6;5190413,09;6676062,35;7496279,97;7448345,38;7598366,32;
PB;2505105;Cuité;6277255,09;7921283,53;10647681,68;10467612,96;11801956,04;12659946,46;12853247,94;10783654,93;
PB;2505204;Cuitegi;2721941,79;3132418,17;3640795,1;4180260,89;4763587,56;5249302,11;5967471,99;6226864,69;
PB;2505238;Cuité de Mamanguape;5349615,93;;7691880,02;8295094,48;8718285,63;8078037,09;7598591,22;7470195,24;
PB;2505279;Curral de Cima;3332861,4;;;4209006,41;3424431,54;4042083,9;5268118,82;5376419,82;
PB;2505303;Curral Velho;2106241,04;2132200,57;2573949,28;2562896,54;2918534,48;2808393,93;3357179,14;3240057,64;
PB;2505352;Damião;3618605,4;5598735,13;4540558,47;5334944,64;4826579,47;5272508,96;6183280,01;6267351,98;
PB;2505402;Desterro;3894790,03;4160381,66;5186568,87;5380861,27;3645973,59;4713771,09;4714804,81;4843301,24;
PB;2505501;Vista Serrana;1725259,26;1629160,7;2249708,1;2206443,61;2434417,47;2437833,31;3126084,51;3583629,87;
PB;2505600;Diamante;3257471,59;3573228,69;4036103,27;4859704,84;;4074878,1;4240777,78;4579875,01;
PB;2505709;Dona Inês;5029883,6;6353797,43;7582236,11;7556811,99;8043512,01;8950366,32;9192990,27;9066286,48;
PB;2505808;Duas Estradas;2526026,52;2922584,91;3387619,15;3743630;3929557,75;4401708,48;4430545;4289883,54;
PB;2505907;Emas;1994578,63;2092944,31;2631535,48;3224093,76;3559019,75;3529060,45;4080391,03;3629512,6;
PB;2506004;Esperança;10391699,01;13479081,06;17238798,05;13672478,56;18363693,12;18899582,76;21997670,6;20363348,53;
PB;2506103;Fagundes;5577474,62;6410881,81;8459016,99;9173976,1;9755872,73;10732617,76;10990305,66;11102208,99;
PB;2506202;Frei Martinho;1681821,75;1820858,57;1892766;3054358,5;2608824,13;2439826,13;2656663,35;2951958,5;
PB;2506251;Gado Bravo;5732718,45;6234851,2;7248897,07;9046744,51;9448388,67;9564671,6;9841057,11;9184052,81;
PB;2506301;Guarabira;14251237,63;15752029,66;18636879,42;21577656,15;27823652,26;26623916,81;26619933,58;29472407,83;
PB;2506400;Gurinhém;5897326,06;7098596,12;8638478,75;8044167,25;9554513,43;10781758,32;11916975,74;12582714,46;
PB;2506509;Gurjão;1650170,01;1905855,47;2103396,39;3199428,47;3358656,23;3559818,89;3841647,16;3592995,67;
PB;2506608;Ibiara;2183629,67;3246300,5;2949026,46;3251395,03;4075304,09;4931666,97;4684672,63;4800216,16;
PB;2506707;Imaculada;5109936,13;5657522,02;7913761,67;7854508,27;7949381,46;9175278,17;9247373,23;9096087,23;
PB;2506806;Ingá;7724220,86;8545783,37;9320705,49;;13048647,42;12611891,47;14030875,25;12593089,18;
PB;2506905;Itabaiana;5779747,31;7239829,91;7213983,16;9808314,01;11680424,45;12305627,67;;11022590,24;
PB;2507002;Itaporanga;4825608,02;5771964,37;7455671,42;8450768,54;9300294,64;10355083,34;9784891,85;12110452,89;
PB;2507101;Itapororoca;7849263,09;9347315,64;11068570,95;10572604,01;12229419,23;12283450,47;12900470,16;13507275,16;
PB;2507200;Itatuba;4442290,19;5298235,42;5626789,71;6004254,57;6343442,4;7131831,91;8349437;7758810,42;
PB;2507309;Jacaraú;7251503,74;8852462,69;8142050,01;11287758,82;11127399,67;11997816,22;13693864,71;14114760,2;
PB;2507408;Jericó;3455652,14;3760012,47;4215219,33;4326359,02;4937914,09;5024119,28;5162198,01;5469329,53;
PB;2507507;João Pessoa;259474470,88;268744436,14;317138811,86;354304390,9;401980476,2;397749871,07;414814251,71;403610309,97;
