Despesas por função - saúde e saneamento - municipal
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;
PE;2605806;Frei Miguelinho;3663488;4002911,15;4647797,12;4628390,57;5564674;6445446,72;5405012,3;6115270,96;
PE;2605905;Gameleira;6327337,8;7346719,59;7667653,71;12228792,14;11094449,94;9382524,73;8779003,94;9559377,04;
PE;2606002;Garanhuns;31111604,77;34458754,04;37125611,76;40903729,72;48709289,17;49426109,45;51152009,29;55725100,28;
PE;2606101;Glória do Goitá;7106858,1;7898024,47;9267036;9518104,46;11680182,84;11753682,95;13502179,38;14543093,35;
PE;2606200;Goiana;19284884,7;21969678,66;23992844,33;31070611,47;37304603,78;39753189,15;35025591,94;29074165,36;
PE;2606309;Granito;2312763,21;2799540,44;4302628,62;3218631,05;3968070,67;4183660,59;3895473,43;4530815,01;
PE;2606408;Gravatá;18733438,43;20731136,27;23468882,09;28844770,86;30924174,6;30683639,9;30673868,02;28303496,51;
PE;2606507;Iati;5806883,1;6570820,36;8908460,66;12593951,56;8794745,23;8896907,24;10884933,58;10629236,98;
PE;2606606;Ibimirim;7888142,37;8900877,75;9954311,9;11028138,66;12444428,28;13267579,64;12617927,9;12189945,67;
PE;2606705;Ibirajuba;2198368,97;2506737,17;3388179,87;3512682,38;4921268,79;4162375,81;4574483,13;4570197,48;
PE;2606804;Igarassu;11584807,33;27369873,88;29424703,64;29303163,4;37108662,14;39677566,37;46819336,06;50752362,17;
PE;2606903;Iguaraci;3213258,81;3305870,37;4506387,69;4505176,94;4991701,17;5620908,58;5491271,51;5565816,87;
PE;2607000;Inajá;3995268,61;5560078,72;;6312156,55;6860778,95;6397425,44;8889233,47;7229493,25;
PE;2607109;Ingazeira;2347306,54;3214671,01;3864781,91;3502094,32;4485241,7;3693462,7;3895088,98;4007645,24;
PE;2607208;Ipojuca;67576422,8;79691661,63;93490017,05;88672076,28;109421351,44;118508929,97;125548929,83;135524254,4;
PE;2607307;Ipubi;0;10708257,08;10699652,21;12463091,72;14807897,93;14954996,08;15246288,61;14256825,1;
PE;2607406;Itacuruba;3404225,92;3743665,3;3744645,3;3764293,65;4037873,39;3886070,67;4016844,27;4169179,31;
PE;2607505;Itaíba;5934794,09;6751758,07;7589689,28;6539575,82;8780360,15;8636613,96;8891065,9;11149195,18;
PE;2607604;Itamaracá;5533434,79;7653588,22;1808402,31;12555678,61;12792664,26;13141934,51;11902651,36;11767434,7;
PE;2607653;Itambé;9399592,75;13159332,76;12502223,76;455646,23;16208470,6;15055275,97;;14509934,92;
PE;2607703;Itapetim;4483433,84;5072407,06;113351,81;7903819,28;9792828,44;7093586,09;8183491,49;7762594,51;
PE;2607752;Itapissuma;9517922,3;10600338,27;12566043,83;13421922,14;15797365,94;17239897,18;17410586,95;19978184,41;
PE;2607802;Itaquitinga;6300442,01;6659465,75;7976288;8090530,77;10381382,67;9063326,15;7475659,6;8465616,26;
PE;2607901;Jaboatão dos Guararapes;133474358,08;176967275,46;162825470,92;202793365,51;241174737,84;246803477,77;251876859,61;264713513,27;
PE;2607950;Jaqueira;771995,18;3668944,57;3482464,89;7154829,08;10208736,06;9546235,15;9828436,17;11051746,46;
PE;2608008;Jataúba;5826975,18;6394078,63;8048326,53;7671260,39;9114278,87;8025800,41;9634137,87;10160283,79;
PE;2608057;Jatobá;4691615,58;6913607,45;;7131337,37;7818224,8;7737145,68;7595954,63;9660784,95;
PE;2608107;João Alfredo;7453788,64;9447847,36;10645873,65;12807675,14;13758737,09;15097639,56;15463807,16;16201798,06;
PE;2608206;Joaquim Nabuco;5155183,81;5667918,66;5679523,39;6715950,72;8064979,44;7919092,37;7887659,8;7880365,72;
PE;2608255;Jucati;2877424,81;3312496,04;3388336,81;3702128,15;4378673,54;4557906,68;6084719,41;6132721,98;
PE;2608305;Jupi;5065946,07;4682294,58;6952004,43;7368264,4;7924314,19;7163654,43;7808216,18;8662953;
PE;2608404;Jurema;3805285,28;4630593,44;4916181,48;5269215,57;5813768,02;6087651,12;7031970,52;7794008,54;
PE;2608453;Lagoa do Carro;4799024,09;5352149,47;6888972,27;6645728,91;7701124,68;9053093,73;9711063,84;10699572,37;
PE;2608503;Lagoa do Itaenga;7241345,06;7554727,42;8215872,06;8548634,1;;10263511,84;11094043,38;12270307,27;
PE;2608602;Lagoa do Ouro;4351767,11;4620015,67;6195020,73;6202472,61;6538005,04;4924498,02;6711891,17;8464823,89;
PE;2608701;Lagoa dos Gatos;4488052,77;4356874,63;4849536,58;5304039,31;6682941,43;6453416,57;5642212,68;7704795,59;
PE;2608750;Lagoa Grande;5989934,81;6968739,07;8555653,09;8838706,3;9498014,3;10250046,81;11790162,81;11593477,75;
PE;2608800;Lajedo;7181869,21;8044402,93;20191115,14;19010918,22;13258183,77;13690226,29;15904930,13;15706082,17;
PE;2608909;Limoeiro;12857923,08;15307467,06;20280961,09;23453667,72;26594104,33;25677945,14;27917280,2;28149627,01;
PE;2609006;Macaparana;5127140;5743611;7541094,02;8874651,39;13294281,83;10989408,11;11640037,65;12279709,94;
PE;2609105;Machados;3818118;5285378;5587592,21;5301287,98;8717018,68;7238988,7;9461298,11;8246812,17;
PE;2609154;Manari;3733094,84;5923070,97;8606141,74;5692574,37;6336353,77;6486630,29;9072618,99;8724230,6;
PE;2609204;Maraial;2726701,58;3482370,63;;5186676,44;5204458,19;4484156,7;4720189,85;6558729,76;
PE;2609303;Mirandiba;4891752,66;5131769,33;5052037,46;5558418,44;6176433,64;8875425,5;8885057,68;6926903,21;
PE;2609402;Moreno;13889661,75;;;18086975,39;23929546,94;20851324,86;19500341,75;18462691,66;
PE;2609501;Nazaré da Mata;5981462,37;8051358,28;9344620,95;9082635,31;10691006,15;10574031,05;12082170,63;10911146,85;
PE;2609600;Olinda;86160680;84900001,51;107481438,4;117496873,76;137223646,71;132430323,2;133819960,98;126211061,8;
PE;2609709;Orobó;4929846,01;5816247,34;6926400,47;8499529,37;10881236,82;9172305,68;10221820,75;9679590,57;
PE;2609808;Orocó;5148507,86;6628026,78;6473017,63;7584193,93;9480281,9;7314237,58;8764488,62;8836125,24;
PE;2609907;Ouricuri;11041342,77;13594263,88;16593189,45;16464486,17;19125968,83;20135818,03;17995232,85;27014242,66;
PE;2610004;Palmares;24811291,25;26436248,76;29971552,98;32526138,8;33942475,26;34116056,42;31784477,85;34853755,59;
PE;2610103;Palmeirina;2421694,72;3207681,97;4881777,5;4089662,73;4019624,08;4469371,37;5429628,21;5186143,66;
PE;2610202;Panelas;4621126,93;6579134,03;6992005,99;7908023,81;8701445,94;9861779,95;10546843,8;10647451,36;
PE;2610301;Paranatama;2591396,81;3162810,39;;;;5936061,02;6129483,43;7740087,51;
PE;2610400;Parnamirim;6641419,8;6510922,44;8782587,41;9195149,94;10381084,33;8878515,7;11447968,79;9843894,23;
PE;2610509;Passira;7337306,07;8526487;9130092;10064278,59;10922202,22;12339199,07;11024155,32;14314127,59;
PE;2610608;Paudalho;12954065,94;13235666,57;16151584,92;19193899,55;17528779,04;20545800,8;20566409,91;19970919,94;
PE;2610707;Paulista;57657419,43;59665642,41;69514593,86;69588213,12;88117175,94;82039105,97;73330757,42;79725737,74;
PE;2610806;Pedra;6574973,66;8268717,56;;8904458,34;10517744,09;8933276,85;9563481,39;9340777,39;
PE;2610905;Pesqueira;18064377,71;0;20201775,23;23074308,38;28395384,79;30232066,57;30231784,36;29349376,94;
PE;2611002;Petrolândia;17490464,01;22396237,28;24551492,84;21588887,75;25668505;23341276,67;21874693,94;20739178,66;
PE;2611101;Petrolina;94650106,12;104546069,58;104087722,11;106569911,8;93307968,9;91819367,03;110608587,46;;
PE;2611200;Poção;3629271,03;4046124,49;4610468,46;2625528,16;5277873,19;5913597,5;6572454,53;6251829,83;
PE;2611309;Pombos;6578532,15;8098365,77;;10452971,07;9428812,72;11089838,84;12536537,5;11880404,97;
PE;2611408;Primavera;13072,72;3985591,21;4362895,14;4598784,48;5955584,42;5982552,57;5409916,11;6166521,65;
PE;2611507;Quipapá;7511601,58;7581557,67;13814736,38;8867772,14;11091225,98;8522183,69;9871909,61;11083612,47;
PE;2611533;Quixaba;867830,05;1252920,71;2070507,72;1439906,68;3631207,37;3299635,45;4253135,42;3813601,63;
PE;2611606;Recife;558535577,24;623831288,79;741047604,19;783849777,54;1002180415,2;999699975,89;1028540276,54;1068304452,33;
PE;2611705;Riacho das Almas;6043259,08;6554725,06;7934808,64;8363623,86;9858748,91;8657256,57;10648994,44;10324476,71;
PE;2611804;Ribeirão;11602310,87;13708417,73;10769695,78;15747953,65;16205159,71;15793893,1;14824148,24;15994627,13;
PE;2611903;Rio Formoso;7394708,17;8115975,56;8589254,4;8549783,37;9984532,94;11236360,73;9808583,07;11425914,87;
PE;2612000;Sairé;4469562,08;4373639,98;4676967;5375285,64;6020585,8;5574655,1;6049738,46;7211705,37;
PE;2612109;Salgadinho;2311037,26;2414264,77;3187776,14;3148998,51;4265349,51;4127455,02;4377527,08;5234995,91;
PE;2612208;Salgueiro;10357378,77;15676758,5;16412479,2;19477571,31;21665434,15;21744164,03;26446358,07;21991670,5;
PE;2612307;Saloá;4079398,93;4757669,34;4812027,09;6692074,76;7508633,24;11020578,18;11284559,05;11295402,85;
PE;2612406;Sanharó;5205101,49;6158196,98;6156714,61;7645044,64;9251290,4;8320366,1;8872840,22;9670337,74;
PE;2612455;Santa Cruz;4980997,48;0;5580756,06;6730570,54;;7062283,71;6636759,4;7101133,96;
PE;2612471;Santa Cruz da Baixa Verde;3369606,03;4051553,77;4108916,61;4899087,15;5675484,98;5707533,39;6526878,4;7574314,84;
PE;2612505;Santa Cruz do Capibaribe;19020613,74;25528330,49;27909095,5;31975691,83;38980174,37;35733917,19;37566349,69;40130667,69;
PE;2612554;Santa Filomena;4227907,58;2367173,12;6746823,93;4771381,13;6197171,07;6777791,73;8293342,32;6576375,7;
PE;2612604;Santa Maria da Boa Vista;9421964,56;10737740,48;;13396173,81;14238727,22;15926680,49;14897030,09;17476879,44;
PE;2612703;Santa Maria do Cambucá;3082029,21;3412647,38;4094773,31;5163861,83;5448789,18;5801342,32;6259966,96;6961043,52;
PE;2612802;Santa Terezinha;2984966,28;3850490,73;4859132,34;6081956,91;5255582,91;5139868,13;5700520,61;6219310,2;
PE;2612901;São Benedito do Sul;2641814,44;4475769,56;4667668,48;4231924,78;5228486,19;5193209,51;5120042,66;5425618,17;
PE;2613008;São Bento do Una;10167054,89;11061059,99;13443689,82;15799787,04;18915835,52;16016954,18;15132908,69;14328680,12;
PE;2613107;São Caitano;7986543,1;16094884,64;8515577,88;9312839,51;13281244,13;13899609,42;15631818,51;11724647,59;
PE;2613206;São João;7153825,27;6893565,17;7377676,92;9277651,49;10135048,69;10411661,17;11429042,88;10676415,42;
PE;2613305;São Joaquim do Monte;9078455,16;9630265,85;8810350,73;8960937,41;11549262,65;11012721,93;12829778,36;14794490,3;
PE;2613404;São José da Coroa Grande;4423638,84;5292004,71;6614018,07;7588204,73;9754416,83;6973732,6;7745363,22;8448809,55;
PE;2613503;São José do Belmonte;5994127,05;7672220,61;8960071,15;9046814,63;12396380,26;12674586,85;11139144,06;13498683,99;
PE;2613602;São José do Egito;8962394,29;10235746,83;12506026,93;11626283,53;13604821,06;14514092,28;16749504,53;17159870,85;
PE;2613701;São Lourenço da Mata;17298641,52;15990959,44;27314127,86;31419175,96;34521298,61;40782417,7;38827830,4;26919301,29;
PE;2613800;São Vicente Ferrer;4665250;5368189;5371791,79;;7937313,41;8044040,77;8579589,3;10461465,7;
PE;2613909;Serra Talhada;11964777,5;22436749,4;27692750,13;29648096,28;33563643,92;37261224,08;39774068,52;37964649,54;
PE;2614006;Serrita;4966841,98;5769217,02;4800812,33;7993314,5;9274949,5;9810391,06;11326407,75;9638205,54;
PE;2614105;Sertânia;8924858,79;9818861,11;9865509,18;15416969,9;14296257,75;14028624,39;13598918,17;16340103,99;
PE;2614204;Sirinhaém;8952037,05;9314705,61;10363000,4;11504857,21;14375970,34;14649947,48;16720167,49;18172666,8;
PE;2614303;Moreilândia;3727446,71;4507776,41;5499643,27;5955426,97;6703440,57;4330561,59;6117939,07;6497950,76;
PE;2614402;Solidão;2157914,5;2753547,52;3136887,31;3216473,71;3170688,49;3189315,05;3791319,38;3226200,5;
PE;2614501;Surubim;17320668,5;18487025,94;19571354,78;23213615,03;25220146,12;28829744,85;29201407;33370733,62;
PE;2614600;Tabira;6657413,2;8117202,68;9461704,87;10880810,68;10630402,94;9988278,18;13280346,47;13081167,12;
PE;2614709;Tacaimbó;3234969,5;3735151,28;3875347,79;5545750,87;7339790,25;5605940,48;4687804,63;5428809,19;
PE;2614808;Tacaratu;4954485,62;5785820,4;6349356,28;7286228,62;10186654,82;10855959,93;8791210,37;12807535,18;
PE;2614857;Tamandaré;9570992,98;8055993,45;8459018,88;11728006,55;10894445,04;11661381,33;13410873,83;15437505,2;
PE;2615003;Taquaritinga do Norte;4969355,06;6425688,07;6647336;8813832,09;9391363,22;8534085,41;9447141,48;9523027,07;
PE;2615102;Terezinha;2355542,68;2677521,41;3162186,48;3396863,31;3721892,75;4066125,77;4294877,3;4813616,1;
PE;2615201;Terra Nova;3248546,5;1393336,05;4659239,43;4075240,39;5350398,51;4181689,14;4911308,24;5943950,19;
PE;2615300;Timbaúba;11324217,11;17544056,49;24973029,61;25188934,43;27795462,58;26894966,47;25591368,46;30842882,28;
PE;2615409;Toritama;6924247,2;8371326,67;11083610,16;11001099,39;13626088,28;13682308,65;;17125231,77;
PE;2615508;Tracunhaém;2823284,96;3652525,27;3882120,01;;6470502,14;6906484,4;5716957,14;5480554,68;
PE;2615607;Trindade;7582183,71;9239000,26;;9453166,77;15189587,82;11610038,04;12962557,93;13910428,31;
PE;2615706;Triunfo;3445151,67;40971,94;5552813,32;7067724,93;6449272,22;7094306,72;7318390,37;9215817,21;
PE;2615805;Tupanatinga;4765510,29;6433762,83;8148779,15;8557341,9;10730925,6;8611264,69;9332040,77;9872476,21;
PE;2615904;Tuparetama;3192211,02;3518512,23;3836943,2;4319351,27;4944890,16;4648776,23;4282847,27;4966706,54;
PE;2616001;Venturosa;5608594,37;6735983,23;7842110,98;8863596,36;10952241,2;10485445,42;11386956,8;10410914,52;
PE;2616100;Verdejante;2871538,91;3224754,59;4211650,56;5025389,17;6376904,13;5104161,93;4696987,69;6168097,17;
PE;2616183;Vertente do Lério;2520837,7;2934796,12;2918213,42;3608033,23;4469445,48;4713376,04;4272321,87;4347110,55;
PE;2616209;Vertentes;7085960,53;7117827,44;8500465,12;8431189,21;8249824,86;8089652;9411316,11;11441741,13;
PE;2616308;Vicência;6460711,54;8804043,69;10747605,76;10163833,96;12097991,67;10488713,68;12338875,37;14129687,48;
PE;2616407;Vitória de Santo Antão;22706569,16;33812193,95;41449351,94;48082348,19;55881770,64;52984208,96;0;49960231,69;
PE;2616506;Xexéu;6383867,54;5466014,07;5846802,25;6741389,75;9643609,71;7852500,27;8138444,27;9289149,42;
PE;2699919;Muribeca;;;;;;;;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;;;;;;;;
PE;2699939;Cimbres;;;;;;;;;
PI;2200053;Acauã;1815713,81;2000762,89;2586405,06;2449390,25;2853415,84;3014169,14;3496217,83;3648768,62;
PI;2200103;Agricolândia;1850117,12;1903107,07;2308329,11;2388570,22;3583317,37;3348778,44;3749230,25;3801346,75;
PI;2200202;Água Branca;7160031,43;8679319,71;13007496,74;12086549,72;17838294,53;20223908,83;19346635,79;15141892,43;
PI;2200251;Alagoinha do Piauí;2075697,65;2826483,36;2927220,51;3485908,15;4173586,06;3752791,25;4314011,99;4394015,94;
PI;2200277;Alegrete do Piauí;1228210,15;1452642,18;1380979,58;2134799,6;2488650,42;2644673,99;2976623,53;3046166,88;
PI;2200301;Alto Longá;4122042,52;4318126,66;;4975081,68;5667956,9;5256263,54;6750581,51;6340605,1;
PI;2200400;Altos;10050306,21;0;;12601577,89;18318896,96;18930839,41;18692898,06;23217318,8;
PI;2200459;Alvorada do Gurguéia;1609348,08;1764660,23;2219220,66;2342204,57;4564113,4;3485466,05;3053512,9;4427405,34;
PI;2200509;Amarante;5498699,07;5382652,24;6203952,88;6505054,08;6881994,95;7742043,11;7175979,24;7848851,2;
PI;2200608;Angical do Piauí;655823,38;3069929,08;2927702,09;3700649,24;4188565,69;3841936,63;4092439,44;4894587,48;
PI;2200707;Anísio de Abreu;2009462,33;;;3389963,3;4108491,67;3997301,8;;;
PI;2200806;Antônio Almeida;1152590,94;1414653,67;1751650,38;1469436;2164341,03;1979094,18;2177144,77;2551882,25;
PI;2200905;Aroazes;1483729,18;1855381,57;;2063376,51;3571835,12;2488183,52;3143885,69;3334342,14;
PI;2200954;Aroeiras de Itaim;1084602,22;1343285,74;1269058,94;1446426,23;;1972205,94;2209484,72;2567509,68;
PI;2201002;Arraial;2003486,65;2280131,01;2591925,17;2464354;2820846,03;3001363,37;3221123,42;3497859,68;
PI;2201051;Assunção do Piauí;2231519,98;2424301,4;3032037,65;2933035,22;2814035,61;2875513,26;;3549258,28;
PI;2201101;Avelino Lopes;2429772;3149600,51;3795284,79;4064352,92;3845990,67;5246029,12;8169836,63;6433177,61;
PI;2201150;Baixa Grande do Ribeiro;4094878,64;2265088,97;4683434,23;4756962,13;9178357,79;9643120,19;8043297,79;8354129,41;
PI;2201176;Barra D'Alcântara;1666899,42;1669729,6;2106658,91;2267410,32;2699187,74;2752888,31;2873627,67;3768799,23;
PI;2201200;Barras;10100954,84;13634830,1;;16815746,28;20678703,65;19927740,82;19608165,01;21640435,1;
PI;2201309;Barreiras do Piauí;398208,12;1488780,81;;1772537,46;1916661,64;2270307,82;;1939977,44;
PI;2201408;Barro Duro;1996481,82;2319182,68;;2624791,17;3412606,36;3523773,04;4350837,96;4171630,17;
PI;2201507;Batalha;6940226,73;7665530,65;8481301,69;10073026,49;10565128,08;11648762,19;13641933,85;11614076,25;
PI;2201556;Bela Vista do Piauí;1038223,83;1964219,24;1693483,33;1924437,32;2321022,24;2357964,25;2563740,68;2846683,6;
PI;2201572;Belém do Piauí;1347516,8;1222614,97;1213883,63;1640743,14;2092134,66;2116976,79;2256202,72;3004755,84;
PI;2201606;Beneditinos;2390225,98;2852482,03;3437202,81;4098374,72;5325120,23;4043588,46;4514579,88;5057315,41;
PI;2201705;Bertolínia;;;;;;3556958,27;4761322,3;4118996,8;
PI;2201739;Betânia do Piauí;1623581,99;1846734,73;2562146,16;2526111,31;2526668,27;2880046,66;3567245,6;3417962,4;
PI;2201770;Boa Hora;1660810,71;;;2791064,35;3264380,14;2641212,21;3215895,27;3415352,89;
PI;2201804;Bocaina;1969231,18;2229680,95;2442811,13;2570981,97;2854640,79;3164748,41;3439138,36;3755581,38;
PI;2201903;Bom Jesus;6463730,25;9302446,05;15469863,17;11836198,87;11860808,97;21839672,81;24513000,69;21441592,27;
PI;2201919;Bom Princípio do Piauí;1616274,83;2037747,05;;2128081,34;2851501,81;2979992,91;4012593,49;;
PI;2201929;Bonfim do Piauí;1294449,07;1534558,74;3154716,73;2599465,01;2445091,96;2252243,88;2710297,08;3065286,63;
PI;2201945;Boqueirão do Piauí;1561113,26;1731176,33;1878865,66;2558576,03;2950120,93;3359636,38;3664352,91;3663036,42;
PI;2201960;Brasileira;2020324,57;2411955,92;;3004789,65;3585873,67;3846989,82;4742257,2;3943567,64;
PI;2201988;Brejo do Piauí;1506082,63;1813041,53;3086664,85;2857315,74;4175360,55;2913541,34;2985498,27;2818250,71;
PI;2202000;Buriti dos Lopes;6619212,37;6677113,97;;7895107,75;9489595,36;9139802,01;9495628,31;13216749,47;
PI;2202026;Buriti dos Montes;2595425,6;2687235,92;3395618,91;3975832,35;3248789,2;3565490,12;4414957,17;4181018,68;
PI;2202059;Cabeceiras do Piauí;2285442,86;2524398,48;;2602112,31;3611397,69;3805542,53;4287434,26;5184513,49;
PI;2202075;Cajazeiras do Piauí;1479690,25;1498916,54;2021320,93;1400032,02;2171694,92;2462836,78;2694191,1;2903873,22;
PI;2202083;Cajueiro da Praia;1547644,37;1991142,43;2384464,89;2746149,11;2802665,94;3334339,95;3991730,38;3543994,69;
PI;2202091;Caldeirão Grande do Piauí;1323195,69;1710550,41;2010964;2527171,08;3078511,15;4340892,43;3540265,3;4448743,06;
PI;2202109;Campinas do Piauí;1437807,88;1665375,17;2993833,78;2836864,83;3234278,15;3520997,08;3556860,21;2348988,43;
PI;2202117;Campo Alegre do Fidalgo;1265136,83;1602234,73;;1944797,03;2252876,2;2559020,41;2574609,59;2627395,54;
PI;2202133;Campo Grande do Piauí;1451827,15;2119541,74;2270959,82;1972957,89;2553298,3;2897986,25;2994789,07;3688081,09;
PI;2202174;Campo Largo do Piauí;1654485,09;1642141,51;2175947,5;2443870,52;3702778,34;3069377,79;3278830,13;4325164,78;
PI;2202208;Campo Maior;11860294,43;15802759,44;21992728,05;28417244,29;33829399,59;32344819,99;38653710,1;38106507,58;
PI;2202251;Canavieira;1698968;1907791;;2113547,66;2187924,85;2579735,35;2588588,2;2841034,09;
PI;2202307;Canto do Buriti;4831327,06;7980063,37;7707130,71;8225389,66;11126241,86;11362369,29;11262337,84;13006973,24;
PI;2202406;Capitão de Campos;2581860,87;3162460,74;3371743,41;4596615,85;4556529,4;4855311,13;6046257,42;5348655,03;
PI;2202455;Capitão Gervásio Oliveira;;;;2289115,35;2601331,02;2193795,21;3224485,39;3036304,61;
PI;2202505;Caracol;2960857,65;2952303,41;;3955139,06;5203960;7835034,19;5347630,65;4531297,68;
PI;2202539;Caraúbas do Piauí;1351580,64;1519280,83;1680471,14;2022127,65;2480304,72;2263761,05;2712686,42;2318974,23;
PI;2202554;Caridade do Piauí;1325363,93;1720830,61;1821218,36;3349025,82;3398046,34;2469150,32;4088713,67;3145080,92;
PI;2202604;Castelo do Piauí;5570296,89;6370631,94;8223130,22;8306921,25;9761721,77;10281225,87;12289853,05;11016280,49;
PI;2202653;Caxingó;1590368,39;1882800,56;1945056,44;2131910,51;2133923,7;2191295,86;2955353,59;2820173;
PI;2202703;Cocal;5790859,03;4123186,69;5569556,41;7524593,15;11805029,58;11149138,04;12083314,81;11355719,7;
PI;2202711;Cocal de Telha;1285912,85;;;2149554,17;2407835,74;3099466,79;3167446,58;3878876,39;
PI;2202729;Cocal dos Alves;1527343,44;1897496,37;2668799,79;2483379,64;3272528,26;2472680,57;3100433,4;2784100,99;
PI;2202737;Coivaras;1157946,43;1054350,26;1395715,07;1750483,04;2127164,48;2168673,04;2181554,24;2158715,53;
PI;2202752;Colônia do Gurguéia;1627306;2073497;2135199;3561705,83;2838739,81;3096690,26;4503942,88;3116491,03;
PI;2202778;Colônia do Piauí;2024613,51;2497657,54;2937820,08;2805641,67;3352765,76;3865285,59;4890581,68;4111832,64;
PI;2202802;Conceição do Canindé;1652806,23;1807447,17;1932308,81;2278437,68;2756024,06;2507460,53;2782492,9;3142157,44;
PI;2202851;Coronel José Dias;1688264,05;1714335,58;1110635,47;1985894,12;2530135,22;2225487,78;2382476,83;3007757,65;
PI;2202901;Corrente;5276473,57;6309793,76;8389897,27;8006690,18;9501999,55;9569750,87;11053325,27;10579348,93;
PI;2203008;Cristalândia do Piauí;2163199;3287097;3848997;3918587,23;4517017,85;4053542,7;4593753,12;3990190,04;
PI;2203107;Cristino Castro;3213704,15;;;5421263,77;5491522,54;7048632,46;7130944,78;7784710,93;
PI;2203206;Curimatá;2442364,4;2911110,74;3476057,59;3948636,72;;4476339,23;5382051,51;4514002,24;
PI;2203230;Currais;;;;2549471,74;2859693,59;2875147,14;2996300,15;;
PI;2203255;Curralinhos;1604306,74;1755637,87;;2152303,64;2349461,01;2304182,38;;3724020,47;
PI;2203271;Curral Novo do Piauí;1358369,88;1491983,43;1691809,48;2105532,94;2397711,27;2274245,85;2893004,81;2478851,58;
PI;2203305;Demerval Lobão;3475477,84;4024608,5;4026859,68;4140968,22;4325624,37;5780916,52;5858597,33;6352561,22;
PI;2203354;Dirceu Arcoverde;1947849,06;2799857,78;2724876,16;2250747,16;;;;;
PI;2203404;Dom Expedito Lopes;1598410,12;2016794,45;2487380,56;2498581,24;2705256,63;2908694,21;2924139,66;3028501,01;
PI;2203420;Domingos Mourão;1284849,62;1801175,05;1903702,06;1870644,35;2046680,31;2174805,3;2469575,29;2458026,9;
PI;2203453;Dom Inocêncio;2616342,55;1988658,32;2782452,17;2929462,82;5278763,16;4294906,36;5115751,4;4124252,32;
PI;2203503;Elesbão Veloso;3691974,75;4345973,87;4615796,33;5868260,87;7348632,34;7731304,99;8743371,12;7618782,85;
PI;2203602;Eliseu Martins;;;;2984858,44;3362893,5;3415610,84;4249244,95;4028949,76;
PI;2203701;Esperantina;5506124,98;8083761,48;8674271,19;10371289,69;11594309,73;14130696,15;16372123;16349018,6;
PI;2203750;Fartura do Piauí;1538660,84;;;;;;;2107764,55;
PI;2203800;Flores do Piauí;1410496;1921299;1876649,22;2250747,16;3001801,31;2715211,34;3253539,61;2708770,68;
PI;2203859;Floresta do Piauí;1098483,86;1400086,82;1444534,85;1795631,84;2694607,37;1858534,47;1981173,93;1220345,75;
PI;2203909;Floriano;36911644,52;44789745,81;34613539,65;35343661,47;36033022,07;39114732,66;47068230,94;47757088,39;
PI;2204006;Francinópolis;1430933,35;1842973,05;1617179,04;1766687,52;2092721,14;2426110,54;2475645,97;2730121,02;
PI;2204105;Francisco Ayres;1530305,56;1758253,52;1815361,91;2175349,17;2741693,12;3017743,66;2810398,72;3228868,46;
PI;2204154;Francisco Macedo;1134270,71;1544177,98;1611431,08;2141013,47;2361132,12;2072593,15;1972137,44;2913491,6;
PI;2204204;Francisco Santos;1910621,4;2165932,91;2493803,81;3529006,7;3321379,95;3631386,23;4543766,75;4290575,18;
PI;2204303;Fronteiras;4895507,65;1759981,31;7838113,77;8808040,94;9389484,13;9215435,18;9989666,83;9314870,53;
PI;2204352;Geminiano;1952743,68;1812612,81;1873384,41;1973905,75;2300002,38;2414057,74;2855212,89;2629710,48;
PI;2204402;Gilbués;2794536,88;3509006,22;5603029,16;5295420,46;5745685,08;5762185,7;5624975,8;5036137,18;
PI;2204501;Guadalupe;4808443,25;6820279,77;7085594,75;7589557,95;7917028;7722563,12;7916630,57;8195699,09;
PI;2204550;Guaribas;2128793,46;1636437,98;1441125,73;2032769;2108435,75;2255489,79;2337522,01;2219554,14;
PI;2204600;Hugo Napoleão;1707512,16;1552508,5;2288096,08;2400247,79;2181982,54;2800452,69;3275155,18;3466548,04;
PI;2204659;Ilha Grande;2372794,49;2758920,89;3236252,35;2988595,08;;4650717,04;4881044,41;5543860,75;
PI;2204709;Inhuma;3944409,82;4510082,95;4637907,18;5358296,94;6674636,16;6165084,51;7160910,99;7097457,51;
PI;2204808;Ipiranga do Piauí;2617245,86;2929461,08;3448101,13;3794480,78;4289462,42;3907748,56;5102767,09;7850168,9;
PI;2204907;Isaías Coelho;2070278,87;2266547,58;2761014,7;2693977,41;3740233,45;3521566,91;4544827,4;4124253,72;
PI;2205003;Itainópolis;2791858,16;3417192,05;4419399,67;4361645,83;5147073,37;5904408,81;6356431,77;6624118,01;
PI;2205102;Itaueira;3678844,77;4558177,21;5886005,73;5893519,26;6161142,57;7025003,16;8626735,26;7891354,73;
PI;2205151;Jacobina do Piauí;1767563,86;2119893,61;2660778,25;2283717,26;2488008,49;3484191,24;3202929,16;3306512,14;
PI;2205201;Jaicós;6644433,9;6802771,89;7633822,95;8976742,8;9211078,39;10328153,65;12018417,31;11031932,71;
PI;2205250;Jardim do Mulato;1471577,56;1677283,44;3137544,93;2685680,87;3100794,07;3012329,59;2371346,81;2716243,62;
PI;2205276;Jatobá do Piauí;1597517,72;1767554,11;1995091,6;2307630,24;2468357,38;2330929,61;2968514,76;2557508,7;
